symbol,strategy,score,reasons,time,interval,entry_price,SL,TP,result,cross_line_time,PnL_%,open,high,low,close,volume,rsi,macd,macd_signal,macd_diff,adx,ema_short,ema_long,bb_width,volatility,atr,cci,parabolic_sar,vwap,wma,trix,bb_upper,bb_middle,bb_lower
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-02-27 02:00:00,4h,55667.6,54547.89071428571,57907.01857142857,TP Hit,2024-02-28 07:40:00,4.02,54476.48,57073.84,54450.13,55667.6,17222.6943,91.13413851080112,719.9374245202998,280.30185903690943,439.6355654833904,23.313765155132124,53631.92677630027,52250.18530186377,6360.063811374261,1646.3510233275167,779.7372993680593,147.95758242598856,51194.18,45427.952852547925,52894.77485714286,0.0680235925668897,56892.733905687135,53712.702000000005,50532.67009431288
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-02-28 06:00:00,4h,58241.1,56727.32670918368,61268.64658163265,TP Hit,2024-02-28 15:10:00,5.2,56916.39,58379.57,56894.16,58241.1,7636.88153,88.32166140727115,1611.7896873499558,1171.8149681376626,439.9747192122932,42.15375552994681,56796.0940685894,54316.88274958508,2117.3656214294315,1204.985236139572,854.3026306042412,126.37006556042176,54452.98380692212,45697.78533460374,56218.10952380952,0.3154118039109249,58314.71881071472,57256.036,56197.35318928528
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-02-28 10:00:00,4h,58941.11,57328.56492346939,62166.200153061225,SL Hit,2024-02-28 06:00:00,-2.74,58241.09,59494.06,58171.11,58941.11,19224.20294,90.59706273697272,1738.9123569427538,1285.2344458986809,453.67791104407297,44.703960529981146,57332.34805144205,54672.59253807854,3106.639187664492,1261.7959761929142,887.7774427039382,198.956859724615,55002.70587395303,45794.51506494877,56740.92980952381,0.3476726028059727,59248.44559383225,57695.126,56141.80640616776
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-02-28 14:00:00,4h,60966.22,59138.72224489796,64621.21551020408,SL Hit,2024-02-28 06:00:00,-3.0,58941.11,61360.0,58891.1,60966.22,26368.9182,94.39098884763304,1980.2404615303603,1424.2356490250168,556.0048125053436,47.42482648320797,58240.816038581535,55156.71772745712,5921.988267284469,1568.3705898012104,1000.7147682250855,188.41302824384937,55721.32253412054,45945.00655382354,57463.42647619047,0.385554087291185,61381.42813364223,58420.434,55459.43986635776
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-03-04 02:00:00,4h,63458.72,62322.74221938776,65730.67556122449,TP Hit,2024-03-04 14:35:00,3.58,63113.97,64268.24,62300.0,63458.72,12563.71291,81.22976304701291,1044.5901316800228,1170.3035562298078,-125.71342454978505,53.969636329408544,62647.80778620044,61395.56394019973,2387.5735277027125,620.0312687336695,1004.6132736743268,151.19966987880554,60529.77376,47345.81304663111,62375.38619047619,0.2878860540127098,63853.47076385135,62659.684,61465.89723614864
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-03-04 10:00:00,4h,65230.0,64048.84849489796,67592.30301020408,SL Hit,2024-03-04 02:00:00,-1.81,64066.62,65555.0,64000.11,65230.0,16002.48076,91.4265785084534,1230.8498292924269,1171.8114280304244,59.03840126200248,55.737909544938766,63559.38312973775,61880.18134549564,3494.400058834348,1166.5789890062822,1049.5821594436798,163.03263736560268,61037.755195648,47481.18066108426,63004.00904761904,0.2793253013132806,65467.062029417175,63719.862,61972.66197058283
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-03-04 14:00:00,4h,66451.65,65111.286428571424,69132.37714285713,SL Hit,2024-03-04 02:00:00,-2.02,65229.99,66580.29,64533.67,66451.65,16689.8023,94.19493925615824,1413.625192491898,1220.1741809227192,193.45101156917872,57.12483387291117,64282.44984730331,62231.83278045752,4908.307433531787,1592.6797027647392,1120.799148054845,156.0597813240465,61489.4796760832,47588.40184679186,63522.938095238096,0.2858869149536904,66918.34571676589,64464.192,62010.038283234106
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-03-04 18:00:00,4h,67405.26,65976.61109693877,70262.55780612244,SL Hit,2024-03-04 02:00:00,-2.12,66451.65,67524.99,66039.31,67405.26,17313.10625,95.54301649880968,1616.7870275628084,1299.496750250737,317.29027731207134,58.65034982086984,65063.152385477486,62629.78872042232,5843.926252899633,1979.8063755068988,1146.8620660509282,150.15572088145066,62100.37691495321,47703.91255909156,64126.73133333334,0.2996989585999912,68244.41312644981,65322.45,62400.48687355018
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-03-04 22:00:00,4h,68245.71,66689.60272959185,71357.92454081634,SL Hit,2024-03-04 02:00:00,-2.28,67405.25,68499.0,66755.79,68245.71,15611.09546,96.42182121046083,1824.578926520786,1404.5131855047468,420.0657410160391,60.2658581044706,65858.79178910812,63061.78266500522,5976.28392982699,2253.555647743042,1189.458347047291,131.7787684369184,62859.82274685976,47811.31339573566,64789.451809523816,0.3197590469119835,69267.98996491349,66279.848,63291.7060350865
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-03-11 06:00:00,4h,71019.99,69576.87543367347,73906.21913265306,SL Hit,2024-03-11 06:00:00,-2.03,68604.41,71298.0,68445.91,71019.99,17348.195928,77.46185413104266,936.9613738302868,921.576631026483,15.384742803803874,20.09435673796909,69454.48718553125,68226.77081548139,3342.0979072184127,797.2490204334956,1284.1354893747962,153.39238356539704,66577.85875292464,50157.20270797485,69214.60742857144,0.1935643093014856,71106.11095360921,69435.062,67764.0130463908
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-03-11 10:00:00,4h,71487.2,70093.00540816327,74275.58918367347,SL Hit,2024-03-11 06:00:00,-1.95,71019.99,72226.3,71019.99,71487.2,16023.350068,80.19735572581253,1058.4222613285383,948.9457570868942,109.47650424164408,20.51521163164768,69962.66538914845,68477.57306044435,4593.237697498582,1001.597129174212,1278.5765258480249,213.77903985703563,66955.47005269067,50256.98162987911,69557.10390476191,0.1981029930488783,72190.1548487493,69893.53600000001,67596.91715125072
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-03-25 14:00:00,4h,69792.05,67965.08382653061,73445.98234693878,SL Hit,2024-03-25 14:00:00,-2.62,66810.15,70000.0,66780.0,69792.05,18421.73075,86.49133321146978,624.1213335226203,124.61028499295362,499.51104852966665,18.548411868836684,67249.27591318413,65943.88982448117,4472.151624026046,1652.7873256141384,1435.8150947466831,150.05265618215606,63331.44450322764,53797.06683070603,66556.84666666666,0.0238158262801268,69832.75181201303,67596.676,65360.60018798698
